customer_id,full_name,age,gender,email,marital_status,number_of_dependents,employment_status,annual_income,occupation,education_level,residential_status,credit_score,total_assets,total_liabilities,primary_bank,number_of_bank_accounts,number_of_credit_cards,loan_history,investment_portfolio,categories_of_spending,average_monthly_spending,emi_payments,email_engagement,social_media_engagement,website_visits,product_page_visits,ad_clicks,preferred_investment_type,risk_appetite,short-term_goals,long-term_goals,conversion_rate,preferred_communication_channel,churn_risk,previous_offers_shown
540,Tabbie Masterton,48,Male,tmastertonez@issuu.com,Single,3,Self-employed,192852,Software Engineer,High School,Owner,598,1774329,338782,WF,3,1,Bad,Crypto,Dining,19905,372,Clicked,Clicked,49,0,6,Stocks,Medium,Gadgets,Property,27,SMS,High,Insurance
541,Seamus Caccavari,53,Male,scaccavarif0@illinois.edu,Divorced,3,Unemployed,495976,Graphic Designer,PhD,Renter,421,191399,308880,Community Bank,5,5,No history,Bonds,Luxury,3404,2753,Opened,Ignored,15,3,10,Real Estate,Low,Wedding,Education,3,SMS,Low,Loan
542,Gaby Matschoss,23,Male,gmatschossf1@hubpages.com,Single,2,Retired,295133,Sales Associate,PhD,Renter,774,1750323,340816,City Bank,4,6,Good,Crypto,Luxury,13331,4111,Clicked,Clicked,3,18,0,Mutual Funds,Low,Travel,Retirement,62,Email,High,Credit Card
543,Dallas Threadgold,45,Male,dthreadgoldf2@buzzfeed.com,Married,1,Unemployed,475271,Software Engineer,High School,Owner,556,51268,468392,WF,1,7,No history,Stocks,Travel,3763,3303,Clicked,Ignored,47,12,1,Stocks,Low,Travel,Education,99,WhatsApp,Medium,Insurance
544,Mikael Gert,52,Male,mgertf3@booking.com,Married,4,Retired,474870,Software Engineer,Master,Owner,686,822041,54172,National Bank,4,0,Bad,Bonds,Groceries,16249,963,Opened,Opened,20,0,1,Mutual Funds,Medium,Gadgets,Retirement,58,Email,High,Credit Card
545,Jacquetta Heighton,47,Female,jheightonf4@weibo.com,Married,2,Unemployed,342343,Graphic Designer,PhD,Renter,633,1513473,167209,Peoples Bank,2,7,Good,None,Travel,3023,1294,Ignored,Opened,14,2,5,Stocks,Low,Travel,Property,81,Email,Medium,Insurance
546,Almire Snoding,54,Female,asnodingf5@virginia.edu,Divorced,5,Self-employed,319211,Marketing Manager,PhD,Owner,602,1683122,20459,Community Bank,3,9,Good,Stocks,Travel,3084,4413,Ignored,Opened,37,18,6,Stocks,Medium,Wedding,Education,50,SMS,High,Loan
547,Josefina MacAdam,32,Female,jmacadamf6@flickr.com,Single,1,Self-employed,430351,Marketing Manager,High School,Renter,579,659124,325805,National Bank,1,7,Good,Bonds,Luxury,19430,2069,Clicked,Opened,49,6,3,Mutual Funds,Low,Gadgets,Property,89,Email,Low,Loan
548,Licha Jerrolt,50,Female,ljerroltf7@columbia.edu,Divorced,1,Student,275032,Graphic Designer,Bachelor,Renter,590,1210391,249726,National Bank,2,1,Bad,Bonds,Groceries,7106,4955,Opened,Ignored,5,8,1,Stocks,Low,Travel,Retirement,95,SMS,High,Insurance
549,Frasquito Gilluley,46,Male,fgilluleyf8@a8.net,Divorced,5,Unemployed,80819,Graphic Designer,Master,Owner,844,834821,438989,WF,1,2,Bad,Stocks,Luxury,2808,4579,Ignored,Clicked,27,5,10,Real Estate,Low,Travel,Property,25,WhatsApp,Medium,Loan
550,Patrizius Minchinton,42,Male,pminchintonf9@rambler.ru,Married,3,Self-employed,433756,Human Resources Specialist,High School,Owner,506,1028437,469724,City Bank,5,9,Bad,Crypto,Luxury,4808,1956,Clicked,Clicked,33,10,0,Stocks,Low,Travel,Property,57,Email,High,Insurance
551,Ewart Kreuzer,35,Male,ekreuzerfa@cdc.gov,Divorced,4,Student,474598,Sales Associate,Bachelor,Renter,481,1103541,21391,Peoples Bank,4,0,Good,None,Travel,10339,1120,Opened,Opened,41,7,1,Real Estate,Medium,Wedding,Retirement,69,Email,High,Insurance
552,Kevina Boler,24,Female,kbolerfb@cnet.com,Divorced,5,Student,130587,Marketing Manager,PhD,Owner,505,1108985,434554,City Bank,3,2,Bad,None,Dining,5987,1969,Opened,Ignored,17,0,9,Crypto,High,Gadgets,Property,37,Email,Low,Credit Card
553,Corinna McGrill,46,Female,cmcgrillfc@gizmodo.com,Single,2,Employed,455769,Graphic Designer,PhD,Owner,726,11141,213680,First Bank,3,7,Bad,Stocks,Dining,1771,2009,Clicked,Ignored,14,6,10,Mutual Funds,High,Travel,Retirement,63,Email,Medium,Insurance
554,Lodovico Meriot,53,Male,lmeriotfd@eventbrite.com,Divorced,5,Employed,297576,Software Engineer,Master,Owner,820,783503,7600,National Bank,1,1,Bad,None,Travel,1543,777,Clicked,Opened,42,19,10,Crypto,High,Travel,Education,0,WhatsApp,Medium,Insurance
555,Ashley Lownsbrough,54,Female,alownsbroughfe@godaddy.com,Widowed,4,Self-employed,478572,Software Engineer,High School,Renter,512,948817,363569,Peoples Bank,1,6,No history,Stocks,Luxury,10129,2454,Opened,Ignored,5,3,5,Crypto,High,Gadgets,Property,39,WhatsApp,Low,Insurance
556,Vincent O'Feeney,38,Male,vofeeneyff@tripod.com,Divorced,3,Student,122813,Sales Associate,Bachelor,Renter,692,50759,420258,BNY,1,4,Bad,Bonds,Dining,16525,2616,Opened,Clicked,18,17,3,Stocks,Low,Wedding,Retirement,52,WhatsApp,High,Credit Card
557,Tobin Pocklington,51,Male,tpocklingtonfg@photobucket.com,Widowed,1,Employed,401464,Marketing Manager,High School,Renter,437,1360585,83854,Peoples Bank,1,7,Bad,Stocks,Luxury,6321,4795,Opened,Opened,23,9,4,Stocks,High,Gadgets,Education,42,WhatsApp,High,Insurance
558,Shelden Ivison,26,Male,sivisonfh@rambler.ru,Single,4,Unemployed,234342,Marketing Manager,Master,Renter,331,1407438,159079,First Bank,5,0,No history,Stocks,Luxury,17516,4953,Ignored,Clicked,20,13,5,Crypto,Medium,Gadgets,Property,22,SMS,Low,Loan
559,Marge Pinckard,24,Female,mpinckardfi@geocities.jp,Widowed,4,Employed,53304,Marketing Manager,High School,Renter,310,1533377,241986,Community Bank,1,4,Good,Real Estate,Dining,18686,1251,Ignored,Opened,1,6,1,Real Estate,Low,Wedding,Retirement,44,WhatsApp,High,Insurance
560,Gennifer Fairrie,47,Female,gfairriefj@seattletimes.com,Divorced,2,Self-employed,447042,Graphic Designer,High School,Renter,580,373565,311151,Peoples Bank,3,6,No history,Stocks,Luxury,10184,58,Ignored,Clicked,22,19,5,Crypto,Medium,Travel,Retirement,68,Email,High,Loan
561,Tristan McRobb,32,Male,tmcrobbfk@spotify.com,Single,2,Self-employed,97988,Sales Associate,High School,Owner,817,992839,169531,GS,2,6,Good,Bonds,Luxury,12168,490,Opened,Clicked,44,20,1,Stocks,High,Wedding,Education,57,WhatsApp,High,Insurance
562,Jecho Whannel,36,Male,jwhannelfl@technorati.com,Divorced,4,Self-employed,457094,Marketing Manager,Master,Renter,471,729155,251495,Peoples Bank,2,1,No history,None,Luxury,10737,297,Clicked,Ignored,32,14,1,Stocks,High,Wedding,Education,71,SMS,High,Insurance
563,Colas McCard,22,Male,cmccardfm@slashdot.org,Married,1,Employed,120722,Software Engineer,PhD,Owner,408,1931344,400464,Peoples Bank,1,5,Good,Crypto,Dining,3287,849,Clicked,Ignored,47,10,1,Stocks,High,Gadgets,Property,41,WhatsApp,Medium,Insurance
564,Kaleb Scanderet,18,Male,kscanderetfn@lulu.com,Married,4,Self-employed,297107,Software Engineer,PhD,Renter,567,1422134,215979,BNY,1,10,No history,Bonds,Travel,3580,3420,Opened,Opened,36,13,9,Mutual Funds,Medium,Travel,Retirement,52,WhatsApp,Low,Loan
565,Etan Tremblot,23,Male,etremblotfo@tuttocitta.it,Married,1,Retired,148458,Human Resources Specialist,Master,Owner,841,784419,261645,BNY,1,10,No history,Bonds,Travel,1331,2640,Ignored,Opened,47,12,0,Stocks,High,Travel,Education,78,SMS,Medium,Credit Card
566,Johna Kynforth,44,Female,jkynforthfp@wikispaces.com,Widowed,0,Employed,380286,Sales Associate,High School,Renter,722,370921,278254,WF,3,5,No history,Real Estate,Travel,3087,3492,Opened,Opened,31,9,5,Crypto,High,Wedding,Retirement,70,Email,Low,Credit Card
567,Mona Korous,31,Female,mkorousfq@ifeng.com,Married,3,Unemployed,312838,Marketing Manager,High School,Renter,817,1444647,278591,GS,1,10,No history,None,Travel,3158,3852,Clicked,Opened,37,17,5,Stocks,Low,Travel,Retirement,56,SMS,Medium,Loan
568,Berne Hassen,49,Male,bhassenfr@ucsd.edu,Widowed,0,Unemployed,400624,Marketing Manager,PhD,Renter,698,408643,213208,BNY,3,3,No history,Stocks,Travel,17421,1331,Clicked,Opened,49,16,5,Mutual Funds,Low,Travel,Retirement,16,WhatsApp,Low,Credit Card
569,Budd Tchaikovsky,48,Male,btchaikovskyfs@dyndns.org,Divorced,5,Employed,76827,Human Resources Specialist,Bachelor,Renter,795,872922,76464,WF,4,3,No history,Crypto,Groceries,17706,767,Clicked,Clicked,40,19,3,Mutual Funds,Low,Travel,Retirement,36,Email,Low,Insurance
570,Vick Cornelissen,52,Male,vcornelissenft@businessinsider.com,Divorced,4,Self-employed,496688,Marketing Manager,High School,Renter,452,796244,397661,GS,2,10,No history,Bonds,Luxury,1992,3112,Clicked,Opened,25,9,9,Crypto,Low,Gadgets,Education,70,Email,High,Insurance
571,Putnem Davie,23,Male,pdaviefu@sphinn.com,Single,4,Employed,80912,Marketing Manager,Master,Owner,806,911032,405481,WF,4,8,Good,Real Estate,Luxury,14187,4828,Ignored,Opened,20,10,10,Stocks,Medium,Travel,Property,16,WhatsApp,High,Insurance
572,Jamil Reach,37,Male,jreachfv@is.gd,Widowed,1,Student,197013,Graphic Designer,PhD,Renter,603,148212,237490,Community Bank,5,9,No history,Real Estate,Dining,17995,2937,Opened,Ignored,4,18,5,Real Estate,High,Gadgets,Retirement,94,Email,High,Insurance
573,Berget Binestead,52,Female,bbinesteadfw@hibu.com,Divorced,5,Employed,116956,Human Resources Specialist,Master,Owner,532,356731,96064,GS,2,2,Good,Stocks,Luxury,1543,4376,Clicked,Opened,50,9,7,Mutual Funds,High,Travel,Property,88,SMS,Low,Loan
574,Stephani Osmant,34,Female,sosmantfx@netscape.com,Single,3,Self-employed,339057,Marketing Manager,Master,Owner,757,1833696,121443,Peoples Bank,3,10,Good,Real Estate,Dining,4227,2712,Ignored,Clicked,36,9,6,Mutual Funds,High,Gadgets,Education,98,Email,Medium,Insurance
575,Caty Usherwood,33,Female,cusherwoodfy@live.com,Widowed,4,Self-employed,336040,Software Engineer,PhD,Owner,740,978306,53916,Community Bank,5,9,Good,Crypto,Luxury,1231,4913,Opened,Ignored,27,4,1,Crypto,High,Wedding,Property,99,SMS,Medium,Loan
576,Ximenez Linfield,37,Male,xlinfieldfz@japanpost.jp,Single,5,Self-employed,218298,Sales Associate,High School,Renter,318,162938,87937,Community Bank,3,2,Good,Stocks,Groceries,2455,1864,Ignored,Ignored,34,0,1,Real Estate,High,Travel,Education,74,WhatsApp,Medium,Insurance
577,Rebbecca Gibbetts,55,Female,rgibbettsg0@ft.com,Married,3,Student,283867,Sales Associate,Bachelor,Renter,499,1068029,319180,First Bank,2,10,No history,Bonds,Dining,18652,1080,Ignored,Clicked,9,10,5,Stocks,Medium,Travel,Retirement,64,SMS,High,Loan
578,Davie Dulake,24,Male,ddulakeg1@taobao.com,Single,4,Student,360222,Marketing Manager,Bachelor,Owner,710,1672530,274363,First Bank,5,3,Good,Bonds,Travel,8078,1471,Ignored,Opened,35,19,8,Stocks,Low,Wedding,Property,14,WhatsApp,Medium,Insurance
579,Thaine Gottschalk,47,Male,tgottschalkg2@huffingtonpost.com,Married,2,Employed,273653,Human Resources Specialist,Master,Renter,578,1896573,121760,Peoples Bank,3,3,Bad,Crypto,Travel,15286,3113,Opened,Opened,47,11,4,Stocks,Medium,Gadgets,Property,72,WhatsApp,Medium,Credit Card
580,Val Predohl,19,Female,vpredohlg3@fc2.com,Married,0,Retired,319589,Graphic Designer,PhD,Owner,339,1689757,416627,Community Bank,2,1,No history,None,Luxury,4364,4414,Opened,Opened,48,12,3,Crypto,Medium,Gadgets,Property,42,WhatsApp,Medium,Insurance
581,Broddie Lots,37,Male,blotsg4@lulu.com,Divorced,0,Employed,311257,Graphic Designer,Bachelor,Renter,785,1196990,112446,First Bank,5,2,Bad,Stocks,Dining,2246,628,Opened,Opened,17,14,2,Stocks,High,Gadgets,Retirement,3,WhatsApp,Low,Credit Card
582,Maitilde Barbara,45,Female,mbarbarag5@barnesandnoble.com,Married,1,Retired,84929,Human Resources Specialist,Master,Renter,809,1267464,44515,National Bank,1,0,No history,Crypto,Luxury,15789,78,Clicked,Opened,31,16,9,Mutual Funds,Medium,Wedding,Retirement,59,WhatsApp,High,Credit Card
583,Dulcea Croal,18,Female,dcroalg6@imdb.com,Single,4,Unemployed,97065,Sales Associate,Bachelor,Owner,522,789368,467876,GS,2,4,Bad,Bonds,Luxury,16561,3660,Opened,Ignored,0,15,3,Crypto,Low,Wedding,Retirement,10,SMS,High,Credit Card
584,Ody Liverseege,48,Male,oliverseegeg7@yale.edu,Divorced,0,Unemployed,94382,Software Engineer,Master,Renter,369,730866,228194,First Bank,1,5,Bad,Real Estate,Groceries,15188,4509,Clicked,Opened,38,1,4,Mutual Funds,Low,Wedding,Retirement,6,SMS,Medium,Insurance
585,Alwin Latehouse,37,Male,alatehouseg8@hatena.ne.jp,Married,3,Retired,51203,Software Engineer,PhD,Renter,533,1789569,410028,Community Bank,4,4,Bad,Real Estate,Groceries,16244,3359,Ignored,Ignored,19,10,3,Crypto,High,Gadgets,Retirement,44,Email,Medium,Insurance
586,Renaud Jeanes,20,Male,rjeanesg9@dyndns.org,Married,2,Student,361655,Marketing Manager,High School,Owner,686,134938,410553,BNY,4,6,No history,Stocks,Travel,15835,247,Ignored,Clicked,29,19,0,Mutual Funds,Low,Wedding,Property,9,Email,Medium,Loan
587,Gorden Threadgould,18,Male,gthreadgouldga@theguardian.com,Single,0,Self-employed,303084,Software Engineer,Bachelor,Renter,495,1957333,158275,Community Bank,5,8,No history,Real Estate,Luxury,10570,4474,Clicked,Opened,7,6,9,Mutual Funds,Low,Wedding,Education,28,Email,Medium,Loan
588,Quintin O'Kieran,19,Male,qokierangb@sphinn.com,Widowed,2,Student,412650,Sales Associate,High School,Owner,501,1871809,12005,First Bank,5,4,No history,Stocks,Groceries,16005,4474,Clicked,Ignored,15,6,0,Mutual Funds,High,Gadgets,Education,63,WhatsApp,High,Insurance
589,Melessa Iskowicz,20,Female,miskowiczgc@ow.ly,Divorced,5,Student,324579,Human Resources Specialist,High School,Renter,525,198307,27705,Community Bank,3,0,Bad,Crypto,Travel,18565,2173,Opened,Clicked,6,6,9,Real Estate,Low,Gadgets,Retirement,79,Email,High,Credit Card
590,Gracie Durek,49,Female,gdurekgd@accuweather.com,Divorced,2,Self-employed,452449,Marketing Manager,High School,Renter,754,162362,78061,GS,2,5,Good,Stocks,Dining,6992,1832,Ignored,Clicked,33,3,10,Crypto,High,Gadgets,Retirement,46,Email,Medium,Loan
591,Joelly Moraleda,21,Female,jmoraledage@t.co,Widowed,3,Employed,192880,Marketing Manager,High School,Renter,757,1279679,446323,National Bank,4,10,Bad,None,Groceries,17505,1841,Opened,Opened,40,4,3,Crypto,Low,Gadgets,Property,44,SMS,High,Credit Card
592,Haven Michelle,38,Male,hmichellegf@etsy.com,Married,0,Student,324872,Human Resources Specialist,PhD,Renter,765,1116892,127337,BNY,3,6,No history,Stocks,Luxury,2934,3355,Ignored,Ignored,17,10,10,Real Estate,High,Wedding,Property,24,WhatsApp,High,Insurance
593,Shoshanna Arderne,44,Female,sardernegg@4shared.com,Married,3,Student,410198,Human Resources Specialist,Master,Owner,726,1735943,51947,BNY,4,4,Bad,Crypto,Groceries,10174,1915,Opened,Opened,26,7,8,Crypto,Low,Wedding,Retirement,25,SMS,Medium,Loan
594,Gordie Pallent,40,Male,gpallentgh@comcast.net,Divorced,3,Employed,433449,Human Resources Specialist,Master,Renter,328,1977956,52277,Peoples Bank,2,3,Bad,None,Travel,2106,1774,Clicked,Ignored,39,10,5,Stocks,Medium,Travel,Property,79,Email,High,Loan
595,Felic Bielfeldt,36,Male,fbielfeldtgi@census.gov,Single,3,Unemployed,46087,Software Engineer,Master,Owner,849,746318,360153,GS,5,0,No history,Bonds,Dining,7650,3022,Ignored,Ignored,11,8,2,Mutual Funds,High,Wedding,Property,9,WhatsApp,High,Insurance
596,Blisse Winter,42,Female,bwintergj@ifeng.com,Married,0,Retired,296358,Human Resources Specialist,Master,Renter,833,1757208,217328,Peoples Bank,5,4,Good,None,Groceries,4134,4870,Clicked,Opened,31,18,9,Crypto,Medium,Wedding,Property,26,WhatsApp,High,Insurance
597,Curcio McInerney,48,Male,cmcinerneygk@list-manage.com,Widowed,5,Retired,436894,Graphic Designer,Master,Renter,449,485311,421998,Community Bank,2,2,Good,Stocks,Luxury,11207,2807,Opened,Clicked,1,5,6,Mutual Funds,Low,Travel,Education,56,WhatsApp,Medium,Credit Card
598,Frieda Dykins,54,Female,fdykinsgl@stumbleupon.com,Widowed,3,Employed,270634,Marketing Manager,Bachelor,Renter,535,1660336,342762,WF,4,2,No history,None,Dining,19182,882,Opened,Opened,3,13,5,Stocks,High,Travel,Education,31,SMS,Low,Insurance
599,Byrle Liepina,42,Male,bliepinagm@engadget.com,Widowed,1,Student,314149,Marketing Manager,High School,Renter,700,1420565,331309,First Bank,4,0,No history,Crypto,Dining,10661,1903,Clicked,Ignored,12,8,5,Crypto,High,Gadgets,Property,56,SMS,Medium,Loan
600,Mollee Gooday,32,Female,mgoodaygn@mapquest.com,Single,4,Self-employed,153380,Marketing Manager,PhD,Renter,523,1318412,217632,National Bank,5,8,No history,Bonds,Groceries,4461,3351,Opened,Opened,19,19,7,Mutual Funds,High,Wedding,Retirement,10,Email,High,Insurance
601,Adaline Chree,29,Female,achreego@cargocollective.com,Married,5,Retired,235615,Human Resources Specialist,High School,Renter,713,610922,498008,Peoples Bank,3,2,Bad,Crypto,Groceries,17673,3511,Ignored,Clicked,10,12,6,Stocks,High,Gadgets,Property,92,WhatsApp,Low,Insurance
602,Margette Clamo,39,Female,mclamogp@chron.com,Married,0,Student,485840,Sales Associate,PhD,Owner,752,1679753,59717,City Bank,5,9,Bad,None,Luxury,11301,888,Opened,Ignored,46,0,4,Stocks,High,Gadgets,Property,85,Email,Medium,Credit Card
603,Alic Buttrey,34,Male,abuttreygq@loc.gov,Single,0,Unemployed,183116,Graphic Designer,Bachelor,Owner,795,1087353,186001,BNY,4,0,Bad,None,Groceries,3511,3897,Opened,Opened,4,18,1,Stocks,Low,Travel,Property,47,Email,High,Credit Card
604,Sal Castri,23,Female,scastrigr@hubpages.com,Divorced,5,Self-employed,465915,Sales Associate,PhD,Renter,636,1245331,362385,Peoples Bank,4,1,Bad,Crypto,Travel,10261,2178,Clicked,Ignored,25,4,7,Crypto,Low,Wedding,Retirement,88,SMS,Low,Loan
605,Krissie Alldis,55,Female,kalldisgs@illinois.edu,Single,4,Unemployed,181956,Sales Associate,Bachelor,Owner,450,1628368,129897,Community Bank,5,4,Good,Bonds,Groceries,8082,4762,Opened,Clicked,28,14,5,Stocks,Medium,Gadgets,Property,66,SMS,High,Loan
606,Aubert Blow,49,Male,ablowgt@abc.net.au,Divorced,5,Self-employed,419744,Graphic Designer,Master,Renter,418,313685,99917,City Bank,2,2,Bad,Real Estate,Travel,5980,3575,Ignored,Ignored,49,0,0,Crypto,High,Gadgets,Retirement,96,Email,High,Insurance
607,Darren Risen,34,Male,drisengu@soup.io,Divorced,4,Unemployed,390000,Human Resources Specialist,High School,Renter,340,453469,305645,City Bank,4,0,Good,Stocks,Luxury,10899,945,Ignored,Ignored,26,18,2,Crypto,High,Gadgets,Education,38,SMS,Low,Insurance
608,Reinaldo Baudou,54,Male,rbaudougv@intel.com,Married,3,Retired,323930,Sales Associate,PhD,Renter,505,1921126,114771,National Bank,4,4,Bad,Bonds,Groceries,6134,3023,Ignored,Opened,36,8,8,Crypto,Low,Wedding,Education,15,SMS,Medium,Credit Card
609,Lane St. Pierre,22,Male,lstgw@vistaprint.com,Widowed,3,Employed,142623,Software Engineer,PhD,Owner,848,59689,492706,WF,3,1,No history,None,Travel,18088,4234,Opened,Opened,9,0,4,Crypto,Low,Gadgets,Education,9,Email,High,Credit Card
610,Merla Slopier,25,Female,mslopiergx@github.com,Widowed,0,Retired,145661,Human Resources Specialist,Master,Owner,832,355959,242211,First Bank,4,9,No history,Bonds,Luxury,16183,3610,Clicked,Opened,9,9,2,Crypto,Medium,Travel,Property,15,Email,High,Insurance
611,Tisha Breed,40,Female,tbreedgy@walmart.com,Married,1,Unemployed,138869,Human Resources Specialist,Bachelor,Owner,715,957479,432511,City Bank,1,5,Bad,Crypto,Luxury,2496,464,Ignored,Opened,8,9,7,Crypto,Medium,Travel,Property,16,Email,High,Insurance
612,Fax Kearney,21,Male,fkearneygz@discovery.com,Single,5,Student,359114,Marketing Manager,Bachelor,Owner,307,480915,105692,GS,5,0,Good,None,Luxury,11195,3765,Clicked,Clicked,0,20,5,Crypto,Low,Wedding,Property,48,SMS,Low,Credit Card
613,Leopold Bilbrey,30,Male,lbilbreyh0@privacy.gov.au,Single,0,Unemployed,43597,Graphic Designer,PhD,Renter,325,830179,252406,GS,3,2,Bad,Real Estate,Travel,10197,442,Ignored,Ignored,24,14,2,Real Estate,High,Wedding,Education,75,WhatsApp,Medium,Credit Card
614,Tina Murrill,46,Female,tmurrillh1@xing.com,Divorced,4,Employed,177078,Software Engineer,Bachelor,Renter,514,889596,181372,WF,1,10,Good,Real Estate,Luxury,1064,2034,Ignored,Ignored,0,2,10,Mutual Funds,Low,Gadgets,Property,39,SMS,Low,Insurance
615,Darrin Greer,38,Male,dgreerh2@ycombinator.com,Divorced,4,Student,73203,Software Engineer,PhD,Renter,488,1691838,158466,Peoples Bank,3,5,Good,Crypto,Groceries,17005,3569,Opened,Clicked,17,19,5,Stocks,Low,Gadgets,Property,45,WhatsApp,Medium,Credit Card
616,Kim Skey,40,Male,kskeyh3@smugmug.com,Married,1,Retired,295283,Human Resources Specialist,Master,Renter,369,163392,13558,WF,4,1,Bad,Bonds,Groceries,10152,741,Opened,Opened,13,4,3,Crypto,Low,Wedding,Retirement,7,Email,Low,Loan
617,Jaine Lowle,47,Female,jlowleh4@statcounter.com,Single,3,Unemployed,273233,Graphic Designer,High School,Renter,703,96446,322551,First Bank,5,2,Bad,Crypto,Dining,18141,1995,Opened,Ignored,13,19,0,Mutual Funds,Low,Travel,Education,1,SMS,High,Loan
618,Violante Devote,34,Female,vdevoteh5@ameblo.jp,Divorced,2,Self-employed,141568,Marketing Manager,Master,Owner,637,1286178,146404,GS,4,3,Bad,Bonds,Travel,12880,4803,Opened,Ignored,1,4,3,Mutual Funds,High,Travel,Property,70,WhatsApp,Medium,Credit Card
619,Arte Vile,33,Male,avileh6@ihg.com,Single,0,Employed,203205,Graphic Designer,High School,Renter,332,994875,168288,City Bank,4,3,Bad,Crypto,Dining,16934,3767,Opened,Opened,30,16,9,Crypto,High,Wedding,Property,71,WhatsApp,Low,Insurance
620,Laurette Critzen,42,Female,lcritzenh7@walmart.com,Widowed,2,Employed,231514,Sales Associate,Master,Renter,530,1093949,131921,GS,5,1,Good,Real Estate,Luxury,12868,164,Ignored,Clicked,47,16,6,Real Estate,Medium,Wedding,Education,65,Email,High,Loan
621,Eden Ventura,52,Female,eventurah8@github.com,Single,5,Student,47041,Sales Associate,High School,Renter,829,1432246,212343,City Bank,1,5,Good,Crypto,Groceries,9815,589,Opened,Opened,26,13,7,Stocks,High,Wedding,Education,90,Email,Low,Insurance
622,Ripley Feldstern,52,Male,rfeldsternh9@feedburner.com,Widowed,3,Student,230517,Marketing Manager,High School,Renter,749,724917,444058,Peoples Bank,5,9,Good,None,Dining,14966,1344,Clicked,Opened,49,6,9,Real Estate,Medium,Wedding,Property,3,Email,Medium,Insurance
623,Clifford Dudbridge,32,Male,cdudbridgeha@myspace.com,Divorced,4,Student,435916,Sales Associate,Master,Renter,549,993524,208993,WF,4,10,Good,Real Estate,Groceries,7506,119,Clicked,Clicked,12,12,9,Crypto,High,Wedding,Property,55,Email,Low,Credit Card
624,Markos Maytum,41,Male,mmaytumhb@freewebs.com,Widowed,1,Self-employed,120546,Graphic Designer,Master,Renter,727,1969001,273326,Community Bank,3,10,Good,Crypto,Luxury,16168,2069,Ignored,Opened,18,17,4,Mutual Funds,High,Wedding,Property,99,SMS,Medium,Loan
625,Joanie Tink,43,Female,jtinkhc@amazon.de,Married,0,Self-employed,66105,Software Engineer,Master,Renter,772,1428735,215567,Community Bank,5,2,Good,Bonds,Luxury,18433,615,Clicked,Opened,32,17,8,Stocks,Medium,Travel,Property,78,WhatsApp,High,Credit Card
626,Janela Crichley,19,Female,jcrichleyhd@hugedomains.com,Divorced,3,Employed,337992,Sales Associate,High School,Renter,370,1316576,219896,First Bank,5,9,No history,Real Estate,Groceries,16778,3809,Clicked,Ignored,14,14,8,Real Estate,Low,Travel,Property,5,SMS,Low,Loan
627,Jakie Bourne,33,Male,jbournehe@list-manage.com,Divorced,3,Employed,56991,Sales Associate,Master,Owner,764,1732133,31222,Community Bank,3,0,Good,Bonds,Groceries,9988,610,Ignored,Ignored,23,7,9,Real Estate,Low,Gadgets,Retirement,64,WhatsApp,Low,Credit Card
628,Parke Dulake,36,Male,pdulakehf@prweb.com,Single,3,Retired,365005,Marketing Manager,High School,Renter,392,1672299,195812,City Bank,1,0,Good,Bonds,Luxury,5651,3,Opened,Opened,10,18,7,Stocks,Low,Wedding,Property,45,WhatsApp,High,Credit Card
629,Anabella Mousby,44,Female,amousbyhg@bandcamp.com,Widowed,0,Unemployed,146914,Human Resources Specialist,Bachelor,Renter,347,1885236,318804,National Bank,3,6,Bad,None,Groceries,7929,1563,Clicked,Opened,17,8,5,Mutual Funds,Medium,Gadgets,Property,59,Email,High,Insurance
630,Carola Partleton,49,Female,cpartletonhh@yandex.ru,Widowed,4,Retired,34510,Graphic Designer,High School,Owner,701,1208652,437437,City Bank,5,4,No history,None,Travel,10464,753,Ignored,Opened,43,1,5,Stocks,High,Travel,Education,2,SMS,Medium,Credit Card
631,Inez Louiset,28,Female,ilouisethi@jiathis.com,Divorced,1,Employed,283705,Sales Associate,Master,Owner,796,1719378,96405,Community Bank,1,1,Bad,Bonds,Groceries,11111,1178,Clicked,Opened,19,4,8,Mutual Funds,High,Gadgets,Retirement,94,SMS,Low,Loan
632,Menard Watmore,52,Male,mwatmorehj@surveymonkey.com,Widowed,2,Employed,336078,Sales Associate,PhD,Owner,636,1462673,272667,WF,4,6,Bad,None,Dining,17897,3804,Clicked,Ignored,49,15,4,Real Estate,High,Wedding,Education,67,Email,Low,Loan
633,Sandro Rothschild,39,Male,srothschildhk@topsy.com,Divorced,1,Unemployed,406341,Human Resources Specialist,PhD,Renter,628,1647333,97491,WF,4,9,Bad,Stocks,Luxury,13945,2818,Opened,Opened,12,19,10,Stocks,Medium,Wedding,Education,29,WhatsApp,Low,Insurance
634,Georgy Lampl,48,Male,glamplhl@hubpages.com,Widowed,3,Employed,120150,Graphic Designer,High School,Owner,388,1419724,24194,GS,3,2,Bad,Crypto,Travel,14660,601,Opened,Opened,36,8,7,Real Estate,High,Wedding,Education,7,Email,Low,Loan
635,Marthe Danielovitch,40,Female,mdanielovitchhm@moonfruit.com,Single,0,Employed,395331,Human Resources Specialist,PhD,Renter,522,1426670,80817,WF,4,7,Bad,Real Estate,Groceries,1569,2792,Ignored,Clicked,13,6,4,Crypto,Medium,Travel,Property,75,WhatsApp,High,Insurance
